crop,temp,humidity,gas,gradient,gas_trend,humidity_trend,confidence,current_risk,future_risk,time,spatial_score,gas_accel,label
Rice_Processed,18.37,59.47,556.1,0.455,1.209,-0.332,0.925,0.0117,0.0082,M03_H18,0.945,-2.827,Safe
Groundnut,32.77,45.0,648.0,3.058,11.895,0.584,0.909,0.4306,0.4654,M04_H11,0.633,0.1201,Moderate_Spoilage_Risk
Soybean,24.64,72.49,681.8,1.006,1.336,0.593,0.925,0.401,0.3979,M04_H18,0.879,0.9991,Moderate_Spoilage_Risk
Sugarcane_Ratoon,30.83,66.77,442.0,0.822,-4.112,0.955,0.938,0.0429,0.0494,M07_H20,0.901,-2.4422,Safe
Lentil,8.29,44.88,674.2,4.879,-3.568,-1.084,0.831,0.2084,0.2531,M11_H19,0.415,-0.5655,Low_Spoilage_Risk
Lentil,21.29,34.21,537.1,1.753,-10.163,-0.546,0.947,0.1141,0.1332,M02_H02,0.79,-1.1213,Safe
Rice_Paddy,28.09,71.73,753.0,3.978,9.553,0.478,0.955,0.2539,0.238,M08_H01,0.523,-1.8097,Low_Spoilage_Risk
Rice_Paddy,32.63,82.14,1150.2,4.527,24.694,-0.012,0.81,0.9056,0.9566,M10_H08,0.457,0.464,Critical_Spoilage
Maize,17.29,58.54,709.7,4.546,-11.502,-0.83,0.902,0.1627,0.15,M07_H05,0.454,2.2185,Low_Spoilage_Risk
Maize,18.31,64.69,601.0,2.299,7.731,0.526,0.835,0.0948,0.0739,M06_H16,0.724,0.0426,Safe
Soybean,8.94,50.46,831.8,4.754,14.011,-0.52,0.893,0.2313,0.2734,M05_H21,0.43,-3.451,Low_Spoilage_Risk
Jute_Seed,42.86,48.45,1156.1,2.664,8.937,-0.253,0.849,0.551,0.5446,M06_H09,0.68,4.1914,High_Spoilage_Risk
Lentil,37.26,70.36,1212.3,1.808,11.845,1.748,0.868,0.7431,0.7833,M05_H19,0.783,0.6237,Critical_Spoilage
Jute_Seed,29.54,53.92,799.0,3.445,-11.35,-0.79,0.968,0.1803,0.2185,M10_H10,0.587,-0.0843,Low_Spoilage_Risk
Soybean,9.73,61.0,582.3,3.343,1.59,-0.625,0.866,0.1364,0.1248,M04_H02,0.599,1.3167,Safe
Jute_Seed,33.76,46.5,985.9,3.038,1.049,-0.106,0.967,0.4039,0.3848,M01_H20,0.635,1.1485,Moderate_Spoilage_Risk
Garlic,5.97,56.32,587.9,2.986,-3.062,0.504,0.851,0.1459,0.2013,M11_H12,0.642,3.8907,Low_Spoilage_Risk
Black_Gram,20.1,60.55,797.9,1.225,-5.041,-0.453,0.851,0.1293,0.1528,M01_H04,0.853,5.2697,Safe
Onion,10.68,63.45,675.0,1.251,0.313,1.243,0.843,0.1002,0.0871,M02_H05,0.85,1.1036,Safe
Potato,12.56,93.32,684.9,0.284,-3.925,-2.168,0.837,0.0265,0.0053,M05_H10,0.827,-2.4661,Safe
Potato,5.22,93.3,654.7,4.825,-6.627,-1.159,0.609,0.1354,0.1319,M03_H05,0.283,0.3963,Safe
Jute_Seed,38.3,59.29,695.0,0.608,14.685,0.147,0.874,0.3088,0.3039,M04_H03,0.927,-2.4233,Moderate_Spoilage_Risk
Chickpea,18.38,77.52,1221.6,2.643,-0.688,0.647,0.942,0.6768,0.6633,M04_H15,0.683,1.9013,High_Spoilage_Risk
Jute_Seed,37.93,51.78,1164.3,4.432,3.071,-0.038,0.982,0.5467,0.6039,M02_H00,0.468,2.1243,High_Spoilage_Risk
Chickpea,33.93,39.55,618.3,3.619,-2.723,0.441,0.892,0.4439,0.4808,M11_H05,0.566,3.5945,Moderate_Spoilage_Risk
Mustard_Seed,23.61,46.79,704.7,3.506,4.574,0.403,0.889,0.19,0.1715,M03_H18,0.579,1.3239,Low_Spoilage_Risk
Soybean,36.61,52.69,747.4,4.306,12.667,-0.694,0.955,0.4713,0.4756,M02_H11,0.483,5.2344,Moderate_Spoilage_Risk
Lentil,17.35,33.53,568.8,4.282,7.509,0.269,0.994,0.186,0.1987,M12_H01,0.486,-2.7303,Low_Spoilage_Risk
Mustard_Seed,7.9,71.69,530.1,4.351,9.099,-0.044,0.856,0.5843,0.6166,M01_H04,0.478,3.216,High_Spoilage_Risk
Soybean,10.67,54.67,632.4,0.764,-7.945,0.764,0.995,0.0643,0.0647,M10_H00,0.908,-2.0815,Safe
Potato,3.62,84.87,754.8,1.187,-16.745,0.367,0.774,0.1323,0.1712,M02_H01,0.858,2.0526,Low_Spoilage_Risk
Rice_Paddy,12.19,79.21,639.8,4.743,0.005,-0.342,0.834,0.5017,0.5504,M01_H03,0.431,0.7273,High_Spoilage_Risk
Potato,11.67,99,631.8,4.168,-9.867,0.935,0.638,0.5542,0.6071,M06_H05,0.267,-3.7438,High_Spoilage_Risk
Wheat,12.71,45.15,849.5,0.178,-5.315,-0.415,0.925,0.15,0.1571,M12_H23,0.979,-2.5152,Low_Spoilage_Risk
Black_Gram,27.57,61.78,635.6,0.117,3.704,0.201,0.875,0.0406,0.0743,M09_H05,0.986,-0.2783,Safe
Groundnut,16.99,65.57,455.0,3.75,-4.494,-0.108,0.915,0.2071,0.2038,M05_H23,0.55,-1.7499,Low_Spoilage_Risk
Lentil,12.23,58.34,640.2,4.873,-1.477,0.151,0.864,0.1749,0.1643,M07_H06,0.415,-0.9603,Low_Spoilage_Risk
Jute_Seed,29.01,53.33,561.4,1.844,5.234,0.871,0.911,0.0742,0.1145,M01_H11,0.779,-2.083,Safe
Lentil,28.18,52.89,452.9,1.584,5.302,0.781,0.829,0.2354,0.2979,M12_H18,0.81,5.2012,Low_Spoilage_Risk
Black_Gram,19.81,71.28,887.4,2.095,6.639,0.164,0.892,0.4191,0.4492,M09_H09,0.749,-0.6947,Moderate_Spoilage_Risk
Groundnut,11.28,47.2,812.8,0.622,-18.094,0.46,0.974,0.165,0.2174,M05_H18,0.925,1.1388,Low_Spoilage_Risk
Chickpea,12.02,62.38,625.8,1.236,1.621,1.237,0.912,0.0847,0.1358,M07_H20,0.852,3.1549,Safe
Sugarcane_Ratoon,28.62,87.48,1118.6,1.041,10.179,-0.651,0.76,0.4317,0.4844,M10_H07,0.834,2.8437,Moderate_Spoilage_Risk
Potato,13.78,75.23,500.6,4.908,-9.543,1.065,0.918,0.2306,0.2486,M05_H04,0.411,1.171,Low_Spoilage_Risk
Garlic,19.95,85.67,1613.2,2.42,21.015,0.237,0.722,0.8765,0.9187,M10_H09,0.698,2.5139,Critical_Spoilage
Mustard_Seed,22.73,63.84,639.2,3.76,3.366,0.242,0.941,0.3364,0.3827,M04_H22,0.549,-1.2009,Moderate_Spoilage_Risk
Potato,7.26,93.13,492.8,2.185,-3.217,-0.455,0.701,0.0991,0.1306,M12_H04,0.602,-0.8734,Safe
Soybean,12.33,54.25,696.3,4.183,-5.996,-0.452,0.838,0.17,0.1851,M02_H06,0.498,-0.9716,Low_Spoilage_Risk
Lentil,36.69,43.06,1083.0,0.43,-7.177,1.185,0.852,0.3782,0.4026,M08_H13,0.948,3.7544,Moderate_Spoilage_Risk
Onion,15.21,81.34,642.3,0.255,2.157,0.32,0.706,0.2833,0.3117,M11_H10,0.969,3.3112,Moderate_Spoilage_Risk
Rice_Paddy,31.14,54.67,700.5,1.496,0.06,-0.873,0.966,0.2449,0.2818,M03_H23,0.82,-1.2633,Low_Spoilage_Risk
Rice_Paddy,35.74,55.38,793.3,3.229,-3.549,0.867,0.99,0.438,0.463,M05_H17,0.613,-1.704,Moderate_Spoilage_Risk
Black_Gram,21.9,35.29,699.2,2.324,11.189,0.003,0.947,0.1797,0.1686,M02_H08,0.721,-1.1546,Low_Spoilage_Risk
Onion,15.25,82.04,855.6,4.088,12.249,0.242,0.743,0.526,0.5372,M06_H00,0.509,4.7265,High_Spoilage_Risk
Soybean,7.41,45.23,841.3,3.209,7.537,1.306,0.924,0.2789,0.2849,M11_H07,0.615,-0.6387,Low_Spoilage_Risk
Wheat,26.33,51.73,427.0,4.839,5.955,0.218,0.943,0.2271,0.2149,M03_H00,0.419,-1.0003,Low_Spoilage_Risk
Black_Gram,17.97,51.93,390.0,4.115,-7.453,-1.11,0.911,0.1458,0.1756,M09_H16,0.506,-0.1415,Low_Spoilage_Risk
Mustard_Seed,29.11,74.33,1343.0,1.288,14.466,-0.646,0.97,0.8374,0.896,M07_H04,0.845,0.9655,Critical_Spoilage
Garlic,24.98,78.21,819.9,4.507,28.335,0.08,0.944,0.712,0.717,M07_H14,0.459,-3.5036,Critical_Spoilage
Sugarcane_Ratoon,36.02,83.75,1120.6,1.991,-3.432,0.234,0.802,0.542,0.5814,M02_H17,0.761,3.8089,High_Spoilage_Risk
Lentil,34.08,71.0,789.2,2.744,11.422,-0.265,0.948,0.7015,0.7025,M11_H09,0.671,5.0513,Critical_Spoilage
Rice_Processed,20.05,46.09,712.2,2.88,-15.853,1.257,0.998,0.1889,0.2138,M03_H05,0.654,1.1177,Low_Spoilage_Risk
Garlic,7.84,74.54,1013.4,1.479,12.353,-0.006,0.912,0.2878,0.2737,M05_H20,0.823,2.198,Low_Spoilage_Risk
Chickpea,26.13,28.22,666.0,3.443,9.483,0.202,0.945,0.223,0.2524,M12_H01,0.587,-1.8505,Low_Spoilage_Risk
Black_Gram,26.15,75.45,562.5,0.865,15.077,-0.013,0.848,0.3967,0.4516,M04_H20,0.896,-0.3897,Moderate_Spoilage_Risk
Soybean,28.91,56.63,569.2,1.01,-1.22,-1.112,0.874,0.1803,0.2214,M10_H08,0.879,2.5491,Low_Spoilage_Risk
Rice_Paddy,29.35,77.49,532.2,2.097,7.142,-0.55,0.857,0.3985,0.4481,M09_H02,0.748,0.3804,Moderate_Spoilage_Risk
Rice_Processed,23.05,65.71,623.6,0.583,-6.301,0.895,0.971,0.0504,0.0501,M07_H14,0.93,-0.2637,Safe
Groundnut,6.34,57.19,493.6,1.559,-20.741,1.156,0.92,0.1104,0.102,M02_H21,0.813,0.8636,Safe
Potato,7.86,91.3,855.4,0.746,-9.522,-0.692,0.51,0.0948,0.1204,M03_H13,0.805,-2.4481,Safe
Rice_Paddy,34.22,49.91,531.9,0.254,-1.433,0.841,0.917,0.2812,0.3291,M09_H07,0.97,0.419,Moderate_Spoilage_Risk
Mustard_Seed,36.72,39.89,1052.8,4.426,13.146,-0.729,0.867,0.56,0.5866,M12_H09,0.469,2.5335,High_Spoilage_Risk
Potato,15.95,96.58,918.0,1.741,-4.067,0.1,0.555,0.5779,0.5818,M07_H10,0.598,1.7968,High_Spoilage_Risk
Rice_Processed,24.04,74.88,851.7,4.842,-6.576,0.371,0.87,0.5018,0.5031,M08_H10,0.419,-1.0525,High_Spoilage_Risk
Jute_Seed,14.19,50.5,429.8,3.243,-3.662,0.479,0.926,0.1546,0.163,M07_H08,0.611,-0.7765,Low_Spoilage_Risk
Chickpea,39.8,73.86,1047.2,3.603,22.188,1.043,0.918,0.7994,0.7993,M04_H06,0.568,3.8236,Critical_Spoilage
Mustard_Seed,18.83,43.65,809.6,3.225,-8.551,0.579,0.996,0.2217,0.2659,M09_H18,0.613,-1.3246,Low_Spoilage_Risk
Mustard_Seed,22.45,59.4,515.4,3.407,-16.486,-1.235,0.897,0.1267,0.1068,M05_H16,0.591,1.9263,Safe
Mustard_Seed,14.91,66.83,633.5,3.899,-2.697,-0.166,0.847,0.4424,0.4322,M06_H14,0.532,1.2747,Moderate_Spoilage_Risk
Soybean,22.71,79.51,1214.1,3.943,1.923,-0.088,0.958,0.7349,0.73,M10_H18,0.527,0.5136,Critical_Spoilage
Rice_Paddy,37.65,78.36,1269.4,2.485,14.987,0.8,0.831,0.8429,0.8509,M05_H14,0.702,5.1677,Critical_Spoilage
Rice_Paddy,21.6,55.3,453.5,3.577,-4.523,-0.471,0.997,0.1548,0.1437,M11_H11,0.571,-0.9187,Safe
Lentil,37.78,31.34,789.0,0.774,20.036,-0.525,0.942,0.3979,0.4064,M11_H15,0.907,-0.6675,Moderate_Spoilage_Risk
Soybean,26.36,58.4,532.9,3.563,1.061,0.768,0.853,0.1912,0.2411,M10_H21,0.572,1.4277,Low_Spoilage_Risk
Maize,11.22,65.78,460.0,2.389,9.673,1.132,0.998,0.1045,0.1198,M08_H01,0.713,-2.1577,Safe
Groundnut,36.89,64.02,804.9,0.972,6.02,-0.116,0.85,0.3676,0.3874,M04_H15,0.883,2.8008,Moderate_Spoilage_Risk
Potato,20.42,99,1210.3,3.003,11.476,0.634,0.842,0.9426,0.9785,M07_H22,0.406,0.6731,Critical_Spoilage
Mustard_Seed,22.61,46.55,654.0,1.71,7.761,-0.65,0.936,0.0911,0.1088,M10_H14,0.795,0.1713,Safe
Groundnut,24.08,41.14,458.4,3.827,-4.096,0.567,0.916,0.1715,0.1877,M11_H22,0.541,0.7139,Low_Spoilage_Risk
Onion,6.25,67.7,838.2,0.757,-14.391,-0.746,0.885,0.0692,0.1075,M02_H04,0.909,-0.9105,Safe
Wheat,12.64,70.51,521.0,1.406,-6.68,0.81,0.865,0.2876,0.2656,M06_H14,0.831,2.3228,Low_Spoilage_Risk
Onion,16.22,60.53,809.9,3.324,9.845,0.879,0.953,0.318,0.3348,M04_H21,0.601,4.2902,Moderate_Spoilage_Risk
Soybean,8.74,68.18,939.7,1.416,1.449,-0.087,0.982,0.3093,0.3154,M03_H01,0.83,0.0182,Moderate_Spoilage_Risk
Groundnut,39.05,65.31,927.9,2.454,-0.783,-0.526,0.879,0.5075,0.4943,M09_H08,0.706,3.5565,Moderate_Spoilage_Risk
Wheat,14.95,52.98,838.8,0.588,1.099,-0.642,0.916,0.0918,0.1137,M01_H09,0.929,3.6808,Safe
Mustard_Seed,21.93,55.24,818.5,1.013,-11.776,1.364,0.837,0.1264,0.1671,M08_H03,0.878,0.3043,Low_Spoilage_Risk
Lentil,29.86,66.44,792.7,2.753,-1.346,0.769,0.884,0.587,0.6363,M07_H04,0.67,5.9482,High_Spoilage_Risk
Lentil,19.77,44.24,377.1,2.234,-5.911,-0.345,0.955,0.0953,0.0965,M07_H12,0.732,2.3419,Safe
Chickpea,7.43,33.71,412.4,2.509,1.258,-0.896,0.867,0.1957,0.2035,M11_H16,0.699,1.1596,Low_Spoilage_Risk
Chickpea,12.3,46.63,658.0,2.587,9.973,-0.312,0.836,0.1486,0.1514,M10_H16,0.69,2.8437,Low_Spoilage_Risk
Lentil,29.05,53.53,816.9,3.981,-1.779,-1.287,0.886,0.4328,0.4474,M01_H20,0.522,0.3443,Moderate_Spoilage_Risk
Maize,15.96,65.52,502.2,3.758,-1.497,-1.535,0.984,0.1554,0.1931,M07_H18,0.549,-3.3532,Low_Spoilage_Risk
Sugarcane_Ratoon,18.38,80.08,579.9,3.213,-11.413,0.606,0.915,0.1917,0.2111,M11_H13,0.614,4.1308,Low_Spoilage_Risk
Soybean,7.35,42.33,446.0,0.165,-4.233,0.701,1.0,0.0767,0.0727,M11_H05,0.98,0.7316,Safe
Sugarcane_Ratoon,29.92,81.3,737.0,4.55,-1.998,-0.318,0.808,0.2717,0.3121,M01_H08,0.454,2.0943,Low_Spoilage_Risk
Black_Gram,27.7,49.47,680.4,4.859,-3.779,0.002,0.842,0.172,0.1614,M03_H07,0.417,-2.5153,Low_Spoilage_Risk
Wheat,16.31,40.03,798.8,3.19,-12.603,-0.681,0.908,0.2273,0.266,M12_H04,0.617,-0.3692,Low_Spoilage_Risk
Soybean,10.64,72.43,662.6,3.752,5.066,0.42,0.895,0.4996,0.4758,M02_H10,0.55,-0.3783,Moderate_Spoilage_Risk
Sugarcane_Ratoon,21.09,79.84,522.0,2.584,-4.385,2.448,0.822,0.1552,0.2063,M03_H16,0.69,1.5159,Low_Spoilage_Risk
Jute_Seed,14.33,41.58,568.5,1.562,-6.811,-1.574,0.867,0.1224,0.0998,M11_H13,0.813,-2.9407,Safe
Soybean,21.48,52.29,670.9,4.325,0.29,-1.567,0.884,0.1789,0.217,M01_H07,0.481,1.3019,Low_Spoilage_Risk
Sugarcane_Ratoon,15.97,71.7,927.7,4.209,-1.161,0.341,0.914,0.2048,0.1955,M03_H20,0.495,2.311,Low_Spoilage_Risk
Black_Gram,21.04,59.64,426.2,1.779,-11.576,-0.327,0.824,0.08,0.0787,M06_H04,0.787,-1.8015,Safe
Soybean,33.22,46.22,1161.7,1.452,-0.491,-0.145,0.887,0.5158,0.5322,M10_H00,0.826,-1.9679,High_Spoilage_Risk
Black_Gram,11.75,54.55,487.5,1.72,-12.64,-0.417,0.887,0.0606,0.0422,M06_H16,0.794,-1.1712,Safe
Lentil,12.01,37.97,694.5,0.835,-0.51,-1.535,0.988,0.1257,0.157,M10_H10,0.9,1.8493,Safe
Rice_Paddy,24.61,73.7,419.5,4.049,0.821,-0.11,0.848,0.3015,0.2991,M11_H22,0.514,-1.3581,Moderate_Spoilage_Risk
Soybean,16.62,56.26,400.1,4.984,2.968,0.27,0.932,0.1435,0.1721,M08_H18,0.402,2.8472,Low_Spoilage_Risk
Rice_Processed,38.88,42.13,1268.1,1.175,14.026,-1.175,0.972,0.4892,0.515,M11_H07,0.859,-1.156,High_Spoilage_Risk
Mustard_Seed,33.35,65.1,1098.7,3.074,9.264,1.434,0.899,0.729,0.7227,M07_H02,0.631,1.4087,Critical_Spoilage
Onion,22.18,73.32,725.5,3.536,11.669,0.311,0.895,0.3484,0.3494,M01_H09,0.576,2.244,Moderate_Spoilage_Risk
Sugarcane_Ratoon,28.15,90.41,633.5,1.279,19.167,0.729,0.817,0.4054,0.4489,M03_H06,0.756,1.0932,Moderate_Spoilage_Risk
Rice_Processed,40.84,77.32,1055.5,4.972,9.296,0.511,0.928,0.9038,0.9664,M12_H09,0.403,2.266,Critical_Spoilage
Garlic,20.24,81.02,1141.6,3.388,27.455,-1.013,0.946,0.7808,0.8288,M07_H10,0.593,1.2935,Critical_Spoilage
Wheat,24.05,51.7,626.3,4.188,-12.664,-2.515,0.827,0.1536,0.1928,M10_H07,0.497,2.0736,Low_Spoilage_Risk
Sugarcane_Ratoon,35.68,74.4,755.1,0.138,5.94,-0.635,0.898,0.2182,0.204,M03_H03,0.983,0.6171,Low_Spoilage_Risk
Wheat,28.59,52.4,785.1,1.449,-4.578,-0.057,0.929,0.3197,0.3601,M08_H02,0.826,3.765,Moderate_Spoilage_Risk
Onion,20.94,56.35,1316.1,3.932,3.287,0.483,0.948,0.5604,0.6054,M03_H02,0.528,-0.7025,High_Spoilage_Risk
Lentil,23.3,70.69,593.3,0.419,4.156,0.179,0.894,0.3319,0.3513,M09_H08,0.95,-2.6984,Moderate_Spoilage_Risk
Soybean,13.5,68.6,795.3,4.073,-3.372,1.389,0.975,0.3819,0.3836,M07_H22,0.511,2.8822,Moderate_Spoilage_Risk
Rice_Paddy,21.52,86.07,1119.5,4.524,-1.364,0.029,0.837,0.7066,0.701,M07_H22,0.439,0.4837,Critical_Spoilage
Wheat,16.3,58.39,679.8,0.631,-11.224,-0.215,0.899,0.0519,0.0247,M03_H14,0.924,-0.7151,Safe
Wheat,10.35,53.44,757.7,1.753,-10.07,-0.765,0.849,0.1174,0.1141,M07_H19,0.79,0.448,Safe
Rice_Processed,30.06,63.09,725.8,0.147,-3.132,-0.687,0.888,0.0523,0.0556,M03_H00,0.982,2.9116,Safe
Sugarcane_Ratoon,23.84,65.07,661.9,1.322,-3.554,-0.707,0.949,0.0471,0.0684,M08_H13,0.841,-0.2907,Safe
Garlic,8.22,88.52,630.2,4.088,3.512,-0.081,0.7,0.5517,0.5869,M09_H18,0.451,1.1818,High_Spoilage_Risk
Wheat,12.2,58.2,401.4,0.653,-18.329,0.207,0.923,0.0264,0.0289,M12_H21,0.922,-0.3728,Safe
Wheat,27.15,58.61,622.8,2.126,6.406,-0.731,0.995,0.2083,0.21,M12_H03,0.745,-1.4486,Low_Spoilage_Risk
Lentil,39.85,67.43,1220.1,2.495,18.905,0.063,0.985,0.6826,0.738,M09_H13,0.701,7.1223,Critical_Spoilage
Onion,17.2,65.29,673.2,3.212,-0.417,-0.727,0.906,0.2505,0.2736,M03_H05,0.615,3.2711,Low_Spoilage_Risk
Lentil,37.14,35.86,1020.8,4.017,25.9,0.169,0.973,0.5401,0.5493,M04_H20,0.518,0.5605,High_Spoilage_Risk
Chickpea,21.62,36.66,640.3,3.888,0.738,-0.516,0.97,0.2008,0.2409,M02_H08,0.533,3.1631,Low_Spoilage_Risk
Maize,36.09,62.46,953.3,0.977,3.809,-0.95,0.905,0.4123,0.4368,M03_H16,0.883,-3.7549,Moderate_Spoilage_Risk
Rice_Processed,15.44,82.18,1081.4,2.56,19.279,-0.368,0.73,0.633,0.629,M08_H18,0.693,0.1941,High_Spoilage_Risk
Onion,-0.97,89.16,932.9,1.601,-11.468,1.733,0.775,0.6575,0.7088,M10_H05,0.739,2.2946,High_Spoilage_Risk
Garlic,4.34,57.13,479.3,0.132,10.971,0.372,0.827,0.0577,0.1122,M01_H18,0.984,1.6358,Safe
Sugarcane_Ratoon,14.86,78.39,636.3,1.59,-6.441,0.528,0.948,0.0753,0.0865,M09_H01,0.809,2.9415,Safe
Mustard_Seed,19.91,73.09,1162.2,0.567,10.403,1.214,0.908,0.5668,0.5688,M06_H15,0.932,4.8062,High_Spoilage_Risk
Garlic,3.56,54.61,648.2,4.945,4.251,-0.694,0.901,0.1909,0.2048,M02_H20,0.407,-0.4047,Low_Spoilage_Risk
Potato,6.16,87.88,632.6,0.142,-16.761,-0.468,0.813,0.0,0.0,M07_H06,0.935,-1.5537,Safe
Garlic,1.01,90.6,695.5,3.251,15.156,-0.348,0.639,0.6229,0.6827,M08_H18,0.517,1.6551,High_Spoilage_Risk
Wheat,30.13,73.56,695.7,1.814,13.721,0.912,0.932,0.7278,0.7868,M06_H11,0.782,-1.7055,Critical_Spoilage
Garlic,14.01,74.68,628.7,3.5,-4.864,0.417,0.867,0.3486,0.3231,M05_H16,0.58,-2.4022,Moderate_Spoilage_Risk
Wheat,18.23,42.15,441.0,0.837,2.591,1.891,0.943,0.0907,0.1066,M03_H09,0.9,2.055,Safe
Rice_Paddy,27.82,65.57,574.7,0.5,-5.532,0.112,0.838,0.0286,0.0314,M08_H11,0.94,1.7297,Safe
Potato,21.6,88.43,779.9,0.608,23.536,0.085,0.873,0.2829,0.3102,M09_H20,0.87,0.3314,Low_Spoilage_Risk
Onion,6.58,70.72,728.3,2.898,-5.625,0.177,0.964,0.1517,0.1307,M10_H14,0.652,-3.5977,Safe
Soybean,29.22,60.01,760.2,2.386,3.704,-0.496,0.872,0.3055,0.3087,M04_H04,0.714,2.5961,Moderate_Spoilage_Risk
Rice_Processed,17.56,66.93,826.1,3.403,18.664,0.984,0.82,0.2095,0.1982,M01_H15,0.592,2.1785,Low_Spoilage_Risk
Chickpea,31.61,32.29,1020.3,0.718,0.5,-0.642,0.863,0.4063,0.4094,M12_H04,0.914,-0.2577,Moderate_Spoilage_Risk
Lentil,21.72,48.5,808.5,1.929,-3.243,0.297,0.894,0.1452,0.1363,M02_H00,0.769,0.3186,Safe
Garlic,12.73,75.74,1117.4,3.044,9.411,0.652,0.953,0.4856,0.5244,M07_H05,0.635,-1.4639,High_Spoilage_Risk
Soybean,19.94,75.99,907.4,4.163,2.928,0.703,0.904,0.6644,0.6543,M10_H19,0.5,1.2401,High_Spoilage_Risk
Chickpea,18.91,44.29,616.6,3.336,-9.095,-1.573,0.966,0.1636,0.1453,M12_H06,0.6,1.1336,Low_Spoilage_Risk
Maize,21.63,70.13,421.5,4.721,-16.662,-0.067,0.84,0.1649,0.2095,M05_H02,0.433,-1.0734,Low_Spoilage_Risk
Potato,7.36,87.11,883.9,3.324,0.798,-0.034,0.922,0.1883,0.1958,M08_H02,0.566,-1.2424,Low_Spoilage_Risk
Wheat,23.62,64.01,593.4,1.235,-6.014,0.261,0.931,0.0781,0.0928,M02_H22,0.852,3.9201,Safe
Rice_Processed,40.52,50.33,1026.9,3.107,14.252,-0.2,0.99,0.4681,0.5222,M07_H05,0.627,1.457,High_Spoilage_Risk
Soybean,16.67,77.18,1055.1,0.132,8.183,0.582,0.848,0.5569,0.5469,M07_H13,0.984,-0.5547,High_Spoilage_Risk
Wheat,25.72,72.19,886.5,1.227,-4.897,2.067,0.97,0.4774,0.4689,M01_H15,0.853,0.5369,Moderate_Spoilage_Risk
Jute_Seed,17.71,72.97,542.9,2.974,13.608,1.259,0.854,0.3503,0.4032,M04_H18,0.643,-0.7313,Moderate_Spoilage_Risk
Mustard_Seed,10.76,65.85,592.7,1.388,-2.072,1.338,0.926,0.3176,0.3222,M09_H20,0.833,2.7259,Moderate_Spoilage_Risk
Rice_Paddy,13.34,60.04,403.8,4.971,-7.0,0.277,0.988,0.1423,0.145,M05_H00,0.403,-0.3022,Safe
Jute_Seed,34.21,49.28,570.0,3.638,4.291,-0.795,0.927,0.3105,0.3131,M05_H12,0.563,1.4439,Moderate_Spoilage_Risk
Onion,3.14,61.34,637.2,0.4,-7.09,-0.0,0.937,0.0573,0.0786,M07_H14,0.952,-1.1688,Safe
Black_Gram,12.79,40.25,548.6,4.984,-5.147,0.227,0.85,0.1792,0.1837,M07_H23,0.402,-1.2405,Low_Spoilage_Risk
Mustard_Seed,2.61,47.01,497.2,1.639,-16.459,-1.009,0.892,0.1458,0.1715,M01_H23,0.803,1.0542,Low_Spoilage_Risk
Rice_Paddy,24.98,88.83,986.5,0.373,16.723,1.239,0.868,0.5387,0.5336,M08_H03,0.891,-0.472,High_Spoilage_Risk
Garlic,23.75,83.64,1411.6,4.867,25.675,-0.604,0.733,0.9593,0.9973,M10_H12,0.416,4.4641,Critical_Spoilage
Sugarcane_Ratoon,24.8,68.65,903.4,2.645,-10.63,0.416,0.834,0.1787,0.2257,M11_H04,0.683,3.42,Low_Spoilage_Risk
Garlic,19.75,71.71,1174.8,1.539,9.469,-1.867,0.914,0.4158,0.4371,M05_H21,0.815,2.8481,Moderate_Spoilage_Risk
Lentil,13.3,50.79,470.6,1.896,6.128,-0.017,0.936,0.0798,0.1237,M08_H13,0.772,1.9203,Safe
Jute_Seed,18.68,40.02,640.4,4.324,-9.425,1.148,0.915,0.2058,0.2278,M05_H15,0.481,-2.2377,Low_Spoilage_Risk
Rice_Processed,28.78,77.85,786.4,4.987,-5.611,-0.729,0.866,0.61,0.6531,M03_H06,0.402,-1.7328,High_Spoilage_Risk
Onion,11.86,86.48,626.7,3.616,-1.354,-0.302,0.748,0.556,0.6113,M04_H06,0.541,5.1333,High_Spoilage_Risk
Jute_Seed,38.19,43.39,1192.6,2.733,18.95,-0.185,0.954,0.5591,0.5975,M11_H00,0.672,1.2728,High_Spoilage_Risk
Jute_Seed,13.85,73.89,706.6,3.117,21.242,1.631,0.986,0.4352,0.4792,M02_H15,0.626,3.9574,Moderate_Spoilage_Risk
Maize,22.16,87.34,1140.2,4.721,27.918,1.183,0.769,0.7445,0.785,M09_H19,0.394,-4.2125,Critical_Spoilage
Onion,-2,79.0,586.2,4.364,14.047,-0.028,0.893,0.3625,0.382,M02_H20,0.476,-1.1678,Moderate_Spoilage_Risk
Rice_Paddy,14.87,73.3,720.2,3.754,-14.251,0.316,0.911,0.3284,0.3019,M04_H18,0.55,-0.6278,Moderate_Spoilage_Risk
Sugarcane_Ratoon,24.97,71.6,797.4,2.297,-9.125,-0.162,0.917,0.117,0.1538,M03_H19,0.724,1.1003,Safe
Garlic,23.75,53.53,1045.4,1.106,1.71,-0.586,0.966,0.4371,0.4718,M04_H16,0.867,2.7039,Moderate_Spoilage_Risk
Black_Gram,32.45,73.2,1152.7,3.744,12.449,-0.379,0.938,0.8554,0.9083,M08_H08,0.551,-0.717,Critical_Spoilage
Maize,27.08,61.11,865.8,3.546,16.684,0.078,0.962,0.2396,0.2313,M01_H19,0.574,-2.4676,Low_Spoilage_Risk
